"2017-05-23 15:35:50","25.39","46.75","990.75","422","400","20170523_153550.jpg"
"2017-05-23 15:46:07","25.36","46.87","990.77","883","430","20170523_154607.jpg"
"2017-05-23 15:56:27","25.33","49.02","990.54","888","444","20170523_155627.jpg"
"2017-05-23 16:24:59","28.25","38.53","989.56","465","466","20170523_162459.jpg"
"2017-05-23 16:35:19","28.22","38.32","989.69","484","471","20170523_163519.jpg"
"2017-05-23 16:45:39","28.22","38.41","989.80","547","476","20170523_164539.jpg"
"2017-05-23 16:55:58","28.03","38.86","989.79","570","481","20170523_165558.jpg"
"2017-05-23 17:06:18","28.42","38.55","989.77","578","487","20170523_170618.jpg"
"2017-05-23 17:16:38","28.78","39.83","989.81","571","492","20170523_171638.jpg"
"2017-05-23 17:26:58","28.55","42.46","989.78","626","495","20170523_172658.jpg"
"2017-05-23 17:37:17","28.68","43.68","989.91","686","498","20170523_173717.jpg"
"2017-05-23 17:47:37","28.77","43.42","989.89","770","500","20170523_174737.jpg"
"2017-05-23 17:57:57","28.63","42.47","989.94","788","500","20170523_175757.jpg"
"2017-05-23 18:08:16","28.55","43.77","990.15","819","502","20170523_180816.jpg"
"2017-05-23 18:18:36","28.50","44.43","990.17","842","502","20170523_181836.jpg"
"2017-05-23 18:28:56","28.55","44.49","990.28","871","505","20170523_182856.jpg"
"2017-05-23 18:39:31","28.70","44.82","990.47","896","505","20170523_183931.jpg"
"2017-05-23 18:49:35","28.49","45.99","990.55","905","504","20170523_184935.jpg"
"2017-05-23 18:59:55","28.50","45.05","990.44","911","505","20170523_185955.jpg"
"2017-05-23 19:10:15","28.45","44.91","990.55","912","505","20170523_191015.jpg"
"2017-05-23 19:20:34","28.41","44.73","990.57","910","506","20170523_192034.jpg"
"2017-05-23 19:30:54","28.43","44.55","990.76","911","506","20170523_193054.jpg"
"2017-05-23 19:41:14","28.59","43.03","990.98","910","507","20170523_194114.jpg"
"2017-05-23 19:51:34","28.62","41.39","991.25","911","507","20170523_195134.jpg"
"2017-05-23 20:01:53","28.44","43.15","991.35","910","508","20170523_200153.jpg"
"2017-05-23 20:12:13","28.49","42.87","991.29","911","507","20170523_201213.jpg"
"2017-05-23 20:22:33","28.46","42.91","991.56","912","508","20170523_202233.jpg"
"2017-05-23 20:32:52","28.59","41.47","991.48","913","508","20170523_203252.jpg"
"2017-05-23 20:43:12","28.50","42.34","991.72","927","508","20170523_204312.jpg"
"2017-05-23 20:53:32","28.44","42.58","991.74","934","509","20170523_205332.jpg"
"2017-05-23 21:03:52","28.73","42.11","991.80","996","508","20170523_210352.jpg"
"2017-05-23 21:14:11","28.62","42.13","991.77","997","509","20170523_211411.jpg"
"2017-05-23 21:24:31","28.48","42.41","991.69","996","508","20170523_212431.jpg"
"2017-05-23 21:34:51","28.45","42.50","991.66","997","508","20170523_213451.jpg"
"2017-05-23 21:45:11","28.45","42.70","991.66","998","509","20170523_214511.jpg"
"2017-05-23 21:55:31","28.45","42.79","991.69","997","509","20170523_215531.jpg"
"2017-05-23 22:05:51","28.44","42.85","991.58","998","507","20170523_220551.jpg"
"2017-05-23 22:16:10","28.46","42.82","991.66","999","510","20170523_221610.jpg"
"2017-05-23 22:26:30","28.41","43.01","991.82","995","508","20170523_222630.jpg"
"2017-05-23 22:36:50","28.47","42.88","991.82","997","510","20170523_223650.jpg"
"2017-05-23 22:47:10","28.44","42.96","991.77","998","510","20170523_224710.jpg"
"2017-05-23 22:57:30","28.39","43.10","991.71","998","510","20170523_225730.jpg"
"2017-05-23 23:07:49","28.41","43.10","991.63","998","509","20170523_230749.jpg"
